STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,TRANSFORMATION,Transformation,ADJUSTMENT,Ajustement,SEX,Sexe,AGE,Âge,ACTIVITY,Activité économique,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2013,,59.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2014,,62.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2015,,63.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2016,,68,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2017,,56.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2018,,53.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2019,,47.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2020,,59.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2021,,55.3,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2022,,48.925,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2023,,56.05,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,AUT,Autriche,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2024,,53.2,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2001,,75.275,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2002,,78.925,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2003,,95.375,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2005,,95.15,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2006,,90.7,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2007,,82,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2009,,93.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2010,,95.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2011,,79.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2012,,84,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2013,,98.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2014,,93.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2015,,89.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2017,,70.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2018,,61.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2019,,58.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2020,,58.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2021,,72.05,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2022,,67.6,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2023,,68.55,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,BEL,Belgique,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2024,,76.075,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2005,,165.2025,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2006,,160.0175,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2007,,163.5825,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2008,,192.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2009,,216.8125,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2010,,201.2655,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2011,,196.583,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2012,,177.7339,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2013,,168.6803,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2014,,171.7134,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2015,,154.8898,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2016,,150.0594,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2017,,166.9084,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2018,,166.0905,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2019,,163.943,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2020,,171.1142,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2021,,141.0556,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2022,,136.0393,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2023,,164.9981,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2024,,158.4917,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,CHL,Chili,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2025,,158.3836,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,COL,Colombie,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2007,,817.1741,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,COL,Colombie,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2008,,841.0706,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,COL,Colombie,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2009,,950.296,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,COL,Colombie,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2010,,969.3425,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_UNE_Q(1.0),Population au chômage,I,COL,Colombie,UNE,Chômage,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T24,De 15 à 24 ans,_Z,Non applicable,A,Annuelle,2011,,937.2828,,,,A,Valeur normale,3,Thousands,0,Zero
